epoch,train_loss,train_acc,test_loss,test_acc,test_clean_acc
1,0.5846749258041382,77.78166666666667,0.24703847918510438,89.03,95.26
2,0.19420541127522786,91.355,0.14210274674892426,93.83,97.45
3,0.14066699463526408,93.54666666666667,0.11570589935183526,94.59,97.72
4,0.11748933691183726,94.61,0.09598705854415894,95.42,97.95
5,0.09896396142641703,95.45166666666667,0.09789338782429695,95.3,97.89
6,0.08839993809461594,95.91499999999999,0.09263796347156167,95.63000000000001,97.98
7,0.07925516394376755,96.26333333333334,0.07451646347045898,96.36,98.44000000000001
8,0.07122893952131272,96.59833333333333,0.06678633476197719,96.72,98.66
9,0.0657493520617485,96.89,0.06907319422513246,96.61,98.36
10,0.06229970575173696,97.005,0.06433447201978415,96.86,98.66
11,0.054621135102709134,97.31333333333333,0.06700431027738378,96.64,98.34
12,0.05280656756957372,97.36833333333334,0.05983542259335518,97.16,98.6
13,0.049981782267491025,97.46833333333333,0.06010729992985726,97.14,98.59
14,0.04605570794741313,97.685,0.05760837099403143,97.34,98.71
15,0.04375558367818594,97.74000000000001,0.05948804499572143,97.26,98.63
16,0.04084477319320043,97.815,0.049405817279219624,97.63,98.79
17,0.037274114819367724,98.07166666666667,0.04993098675808869,97.55,98.76
18,0.03555957059661547,98.10833333333333,0.05430544396280311,97.34,98.58
19,0.03364015897512436,98.275,0.05848280572332442,97.21,98.55000000000001
20,0.03125187044131259,98.355,0.05306864797789603,97.42,98.71
21,0.029174787338574728,98.36833333333334,0.04999329172894359,97.61,98.77
22,0.028109456956883272,98.47666666666667,0.052875724983215334,97.48,98.69
23,0.027168277912338574,98.52499999999999,0.05501130980588496,97.48,98.71
24,0.02791958179709812,98.44166666666668,0.053105572396144274,97.58,98.72
25,0.023470205544432004,98.70333333333333,0.05209574710060842,97.47,98.65
26,0.02403805711021026,98.64833333333334,0.05352902141809464,97.64,98.63
27,0.023347454758485157,98.69833333333334,0.04992921869754791,97.6,98.68
28,0.02122450866550207,98.82,0.05155213452130556,97.53,98.61999999999999
29,0.019341493596633275,98.94333333333334,0.05410686806291342,97.56,98.63
30,0.01951161604374647,98.90666666666667,0.0534498319555074,97.55,98.61
31,0.01936874860227108,98.91833333333334,0.049050109910964965,97.8,98.7
32,0.01818715425891181,98.97333333333333,0.050274593572248706,97.85000000000001,98.91
33,0.016939654635141292,99.03999999999999,0.047868675935268404,97.67,98.63
34,0.018856015481054783,98.93666666666667,0.06598128176019527,97.45,98.61999999999999
35,0.01716691557218631,99.03333333333333,0.04944755659401417,97.92999999999999,98.74000000000001
36,0.016661319292709233,99.08166666666666,0.05041146159134805,97.64,98.7
37,0.015017387516113619,99.155,0.04980508327484131,97.81,98.66
38,0.01495638561869661,99.13499999999999,0.047497913634590806,97.86,98.85000000000001
39,0.014957936037735393,99.165,0.05051157991886139,97.89999999999999,98.63
40,0.014281175792962312,99.215,0.051414513570070264,97.95,98.89
41,0.014775980418299636,99.17,0.05939687461443245,97.66,98.6
42,0.012889719099054734,99.28,0.0508562419493217,97.84,98.72
43,0.013305329238375027,99.26666666666667,0.0557905197262764,97.8,98.85000000000001
44,0.014610756525894006,99.16166666666668,0.05759593885987706,97.89999999999999,98.72999999999999
45,0.013008451779435078,99.24666666666667,0.057240204234421256,97.84,98.75
46,0.011258338002022356,99.35833333333333,0.0535716637134552,97.92999999999999,98.81
47,0.012720945573225617,99.25333333333334,0.050028336802637206,98.03,98.86
48,0.012239902265742422,99.28333333333333,0.05485007246732712,97.77,98.71
49,0.01121849727757896,99.36333333333334,0.052010108172893525,97.98,98.83999999999999
50,0.010482253385831912,99.37333333333333,0.061032352817058565,97.69,98.63
